provider_code	provider_name	dataset_code	dataset_name	nb_series
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGOT	Price deflator gross fixed capital formation: other investment	86
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGT	Price deflator gross fixed capital formation: total economy	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PIGTR	Price deflator gross fixed capital formation: transport equipment	96
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCD	Nominal unit labour costs (ratio of compensation per employee to real GDP per employee) (Ratio of compensation per employee to real GDP per person employed.)	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.)	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ-1	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.)	25
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ-2	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.)	40
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ-3	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of the former EU-15: double export weights (Ratio of compensation per employee to real GDP per person employed.)	15
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ-4	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 24 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.)	25
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCDQ-5	Nominal unit labour costs: (ratio of compensation per employee to real GDP per employee): Relative performance: double export weight :- Performance relative to the rest of 37 industrial countries: double export weights (Ratio of compensation per employee to real GDP per person employed.)	38
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PLCM	Nominal unit labour costs: manufacturing industry	82
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PMGN	Price deflator imports of goods	102
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PMGS	Price deflator imports of goods and services	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PMSN	Price deflator imports of services	102
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PUNF	Price deflator domestic demand excluding stocks	104
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PUNT	Price deflator domestic demand including stocks	102
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PUTT	Price deflator final demand	102
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PVG1	Price deflator gross value added: agriculture, forestry and fishery products	98
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PVG2	Price deflator gross value added: industry excluding building and construction	98
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PVG4	Price deflator gross value added: building and construction	98
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PVG5	Price deflator gross value added: services	98
AMECO	Annual macro-economic database of the European Commission's Directorate General for Economic and Financial Affairs	PVGD	Price deflator gross domestic product	104
